measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,1,Global,3,Both,22,All ages,692,Motorcyclist road injuries,3,Rate,2018,370.8410089602,429.75466778279997,313.62440240974996
5,Prevalence,1,Global,3,Both,22,All ages,692,Motorcyclist road injuries,2,Percent,2019,0.0038220892199546,0.0044214694592954,0.0032343408154311
5,Prevalence,1,Global,3,Both,22,All ages,692,Motorcyclist road injuries,3,Rate,2019,368.97706060581004,427.4777653845,312.18619580739
5,Prevalence,1,Global,3,Both,22,All ages,692,Motorcyclist road injuries,2,Percent,2020,0.0038302377818984,0.0044324314994349,0.0032364482872538
5,Prevalence,1,Global,3,Both,22,All ages,692,Motorcyclist road injuries,3,Rate,2020,370.03057518451004,428.88047538967,312.65800725231
5,Prevalence,1,Global,3,Both,22,All ages,692,Motorcyclist road injuries,2,Percent,2021,0.0038468213629226,0.0044453190601943,0.0032531880275354
5,Prevalence,1,Global,3,Both,22,All ages,692,Motorcyclist road injuries,3,Rate,2021,371.73727794078,430.35078539462995,314.36020067763997
5,Prevalence,1,Global,3,Both,22,All ages,691,Cyclist road injuries,2,Percent,2017,0.0032678466418495,0.0037750555951423,0.0027313251504018
5,Prevalence,1,Global,3,Both,22,All ages,691,Cyclist road injuries,3,Rate,2017,315.44754878564004,364.07229489598,263.97080928205
5,Prevalence,1,Global,3,Both,22,All ages,691,Cyclist road injuries,2,Percent,2018,0.0032401284916862,0.0037440368155847,0.0027068263028329
5,Prevalence,1,Global,3,Both,22,All ages,691,Cyclist road injuries,3,Rate,2018,312.76357917054,361.07922903114,261.59696788887004
5,Prevalence,1,Global,3,Both,22,All ages,691,Cyclist road injuries,2,Percent,2019,0.0032295649434657,0.0037287257777763,0.0026957239894955
5,Prevalence,1,Global,3,Both,22,All ages,691,Cyclist road injuries,3,Rate,2019,311.77181634617,359.82526062768,260.55027430278
5,Prevalence,1,Global,3,Both,22,All ages,691,Cyclist road injuries,2,Percent,2020,0.0032318581998774,0.0037325155429817,0.0026971119377157
5,Prevalence,1,Global,3,Both,22,All ages,691,Cyclist road injuries,3,Rate,2020,312.21853120288,360.68143400603003,260.74422382642
5,Prevalence,1,Global,3,Both,22,All ages,691,Cyclist road injuries,2,Percent,2021,0.0032386053742107,0.0037385155361593,0.0027050280302129
5,Prevalence,1,Global,3,Both,22,All ages,691,Cyclist road injuries,3,Rate,2021,312.95845289461,361.26734565438,261.67419673257
5,Prevalence,1,Global,3,Both,22,All ages,512,Asbestosis,2,Percent,2017,7.8454317581e-06,9.0621689926e-06,6.7001261999e-06
5,Prevalence,1,Global,3,Both,22,All ages,512,Asbestosis,3,Rate,2017,0.75733332881,0.8746083610900001,0.6473841046
5,Prevalence,1,Global,3,Both,22,All ages,512,Asbestosis,2,Percent,2018,7.8627630703e-06,9.1086883965e-06,6.6932422563e-06
5,Prevalence,1,Global,3,Both,22,All ages,512,Asbestosis,3,Rate,2018,0.758986754,0.87934209145,0.64626765794
5,Prevalence,1,Global,3,Both,22,All ages,512,Asbestosis,2,Percent,2019,7.9171070373e-06,9.2192803065e-06,6.7039449334e-06
5,Prevalence,1,Global,3,Both,22,All ages,512,Asbestosis,3,Rate,2019,0.76430155587,0.89015105194,0.64784585035
5,Prevalence,1,Global,3,Both,22,All ages,512,Asbestosis,2,Percent,2020,8.0014705949e-06,9.3388888066e-06,6.7020092494e-06
5,Prevalence,1,Global,3,Both,22,All ages,512,Asbestosis,3,Rate,2020,0.77300356758,0.90201303162,0.6478689084
5,Prevalence,1,Global,3,Both,22,All ages,512,Asbestosis,2,Percent,2021,8.0376815367e-06,9.4523655135e-06,6.7086971124e-06
5,Prevalence,1,Global,3,Both,22,All ages,512,Asbestosis,3,Rate,2021,0.77672108925,0.9135761377799999,0.64871866734
5,Prevalence,1,Global,3,Both,22,All ages,514,Other pneumoconiosis,2,Percent,2017,7.277098389e-06,8.6710796422e-06,6.0158483287e-06
5,Prevalence,1,Global,3,Both,22,All ages,514,Other pneumoconiosis,3,Rate,2017,0.7024669674599999,0.8362317999,0.58012083387
5,Prevalence,1,Global,3,Both,22,All ages,514,Other pneumoconiosis,2,Percent,2018,7.1982043972e-06,8.5841045663e-06,5.9470025121e-06
5,Prevalence,1,Global,3,Both,22,All ages,514,Other pneumoconiosis,3,Rate,2018,0.69483283626,0.8278310585099999,0.57344444589
5,Prevalence,1,Global,3,Both,22,All ages,514,Other pneumoconiosis,2,Percent,2019,7.16629773e-06,8.5502386634e-06,5.9172057021e-06
5,Prevalence,1,Global,3,Both,22,All ages,514,Other pneumoconiosis,3,Rate,2019,0.6918149702,0.82462596871,0.5703465754
5,Prevalence,1,Global,3,Both,22,All ages,514,Other pneumoconiosis,2,Percent,2020,7.1700972305e-06,8.5498405576e-06,5.9148278975e-06
5,Prevalence,1,Global,3,Both,22,All ages,514,Other pneumoconiosis,3,Rate,2020,0.69268186274,0.82608802944,0.57023228848
5,Prevalence,1,Global,3,Both,22,All ages,514,Other pneumoconiosis,2,Percent,2021,7.1917373791e-06,8.5914102657e-06,5.9410127399e-06
5,Prevalence,1,Global,3,Both,22,All ages,514,Other pneumoconiosis,3,Rate,2021,0.69496821677,0.82926558119,0.573800505
5,Prevalence,1,Global,3,Both,22,All ages,694,Other road injuries,2,Percent,2017,0.000979972547629,0.0011365360637778,0.0008579891056135
5,Prevalence,1,Global,3,Both,22,All ages,694,Other road injuries,3,Rate,2017,94.59717073732,109.92068257809,82.8356365745
5,Prevalence,1,Global,3,Both,22,All ages,694,Other road injuries,2,Percent,2018,0.0009639268316164,0.0011183473080069,0.0008444381808896
5,Prevalence,1,Global,3,Both,22,All ages,694,Other road injuries,3,Rate,2018,93.04582510387,108.16035749338,81.52608786966
5,Prevalence,1,Global,3,Both,22,All ages,694,Other road injuries,2,Percent,2019,0.0009567915225037,0.0011102086756873,0.0008386160982773
5,Prevalence,1,Global,3,Both,22,All ages,694,Other road injuries,3,Rate,2019,92.36536407592,107.38435166863,80.973352856
5,Prevalence,1,Global,3,Both,22,All ages,694,Other road injuries,2,Percent,2020,0.0009598351638846,0.0011136971401172,0.0008409941887456
5,Prevalence,1,Global,3,Both,22,All ages,694,Other road injuries,3,Rate,2020,92.72610857692,107.8032689148,81.26449648469
5,Prevalence,1,Global,3,Both,22,All ages,694,Other road injuries,2,Percent,2021,0.0009633122262306,0.0011178296391699,0.0008448306903221
5,Prevalence,1,Global,3,Both,22,All ages,694,Other road injuries,3,Rate,2021,93.08832080214,108.23042480704,81.65165606988
5,Prevalence,1,Global,3,Both,22,All ages,294,All causes,2,Percent,2017,1.0,1.0,1.0
5,Prevalence,1,Global,3,Both,22,All ages,294,All causes,3,Rate,2017,96531.09812232143,96830.87915883987,96211.75309027315
5,Prevalence,1,Global,3,Both,22,All ages,294,All causes,2,Percent,2018,1.0,1.0,1.0
5,Prevalence,1,Global,3,Both,22,All ages,294,All causes,3,Rate,2018,96528.55837048826,96834.27482355846,96203.91625202104
5,Prevalence,1,Global,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
5,Prevalence,1,Global,3,Both,22,All ages,294,All causes,3,Rate,2019,96537.22866904332,96847.29139274044,96209.87190506211
5,Prevalence,1,Global,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
5,Prevalence,1,Global,3,Both,22,All ages,294,All causes,3,Rate,2020,96606.92135526055,96921.97595989628,96283.92577315266
5,Prevalence,1,Global,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
5,Prevalence,1,Global,3,Both,22,All ages,294,All causes,3,Rate,2021,96634.14427850558,96937.94578575918,96308.72712753864
5,Prevalence,1,Global,3,Both,22,All ages,515,Asthma,2,Percent,2017,0.0339177519478798,0.0386119143309728,0.0297072286743679
5,Prevalence,1,Global,3,Both,22,All ages,515,Asthma,3,Rate,2017,3274.13250953578,3727.0979531974003,2863.11771926737
5,Prevalence,1,Global,3,Both,22,All ages,515,Asthma,2,Percent,2018,0.0338148986820629,0.0385097233344826,0.0296058304164269
5,Prevalence,1,Global,3,Both,22,All ages,515,Asthma,3,Rate,2018,3264.1188910655496,3717.0747077413303,2852.58875910265
5,Prevalence,1,Global,3,Both,22,All ages,515,Asthma,2,Percent,2019,0.0338119221037253,0.0385216129618436,0.0295919509090031
5,Prevalence,1,Global,3,Both,22,All ages,515,Asthma,3,Rate,2019,3264.1255268397904,3718.5188180482,2851.39453295189
5,Prevalence,1,Global,3,Both,22,All ages,515,Asthma,2,Percent,2020,0.0340475839729699,0.0388782719286324,0.0297700305603793
5,Prevalence,1,Global,3,Both,22,All ages,515,Asthma,3,Rate,2020,3289.2499440337,3755.5876784936404,2871.1335509074997
5,Prevalence,1,Global,3,Both,22,All ages,515,Asthma,2,Percent,2021,0.0341576989522785,0.039082797479296,0.029840107974668
5,Prevalence,1,Global,3,Both,22,All ages,515,Asthma,3,Rate,2021,3300.8177046456603,3775.86993743933,2879.22158360071
5,Prevalence,1,Global,3,Both,22,All ages,696,Unintentional injuries,2,Percent,2017,0.1306274394175396,0.1397164080862982,0.1224880034602725
5,Prevalence,1,Global,3,Both,22,All ages,696,Unintentional injuries,3,Rate,2017,12609.60315255501,13522.34467513218,11826.85872888393
5,Prevalence,1,Global,3,Both,22,All ages,696,Unintentional injuries,2,Percent,2018,0.1308284593968368,0.139993494170348,0.1227292564903369
5,Prevalence,1,Global,3,Both,22,All ages,696,Unintentional injuries,3,Rate,2018,12628.67446874161,13552.73338604282,11841.870527630239
5,Prevalence,1,Global,3,Both,22,All ages,696,Unintentional injuries,2,Percent,2019,0.1316053419017033,0.1409718588482769,0.1234489085381249
5,Prevalence,1,Global,3,Both,22,All ages,696,Unintentional injuries,3,Rate,2019,12704.8054762469,13642.71029981021,11908.917246694211
5,Prevalence,1,Global,3,Both,22,All ages,696,Unintentional injuries,2,Percent,2020,0.1334387201823764,0.1430936860289877,0.1249865224130423
5,Prevalence,1,Global,3,Both,22,All ages,696,Unintentional injuries,3,Rate,2020,12891.09475769739,13840.18767369363,12071.85018038669
5,Prevalence,1,Global,3,Both,22,All ages,696,Unintentional injuries,2,Percent,2021,0.133736655723787,0.1434817713355932,0.125261065172025
5,Prevalence,1,Global,3,Both,22,All ages,696,Unintentional injuries,3,Rate,2021,12923.517401000201,13880.066486862139,12103.99659901152
5,Prevalence,1,Global,3,Both,22,All ages,300,HIV/AIDS resulting in other diseases,2,Percent,2017,0.0046749026434128,0.0049184224037404,0.0044255798766801
5,Prevalence,1,Global,3,Both,22,All ages,300,HIV/AIDS resulting in other diseases,3,Rate,2017,451.27116939785,475.20113962898995,427.51861501021006
5,Prevalence,1,Global,3,Both,22,All ages,300,HIV/AIDS resulting in other diseases,2,Percent,2018,0.0047708902664968,0.0050276703439784,0.004515554184378
5,Prevalence,1,Global,3,Both,22,All ages,300,HIV/AIDS resulting in other diseases,3,Rate,2018,460.52472344045,485.02591838883006,435.95640038663004
5,Prevalence,1,Global,3,Both,22,All ages,300,HIV/AIDS resulting in other diseases,2,Percent,2019,0.0048610149968459,0.0051263165710559,0.0046012367956952
5,Prevalence,1,Global,3,Both,22,All ages,300,HIV/AIDS resulting in other diseases,3,Rate,2019,469.26637717831,494.62322312172,444.0151808802
5,Prevalence,1,Global,3,Both,22,All ages,300,HIV/AIDS resulting in other diseases,2,Percent,2020,0.0049406591914732,0.0052281983947014,0.004676538385724
5,Prevalence,1,Global,3,Both,22,All ages,300,HIV/AIDS resulting in other diseases,3,Rate,2020,477.2992804987,504.92545933681,451.50243416525
5,Prevalence,1,Global,3,Both,22,All ages,300,HIV/AIDS resulting in other diseases,2,Percent,2021,0.0050200809993605,0.0053276215348799,0.00474768859638
5,Prevalence,1,Global,3,Both,22,All ages,300,HIV/AIDS resulting in other diseases,3,Rate,2021,485.10866751463,515.00895813723,458.98387245943
5,Prevalence,1,Global,3,Both,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,2,Percent,2017,0.0005377134252115,0.000610599905612,0.0004748953009298
5,Prevalence,1,Global,3,Both,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,2017,51.90557184599,58.90897037568,45.85789155613
5,Prevalence,1,Global,3,Both,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,2,Percent,2018,0.0005435872831432,0.000617082372736,0.0004806431476867
5,Prevalence,1,Global,3,Both,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,2018,52.47118814695,59.56213914233,46.36675388517
5,Prevalence,1,Global,3,Both,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,2,Percent,2019,0.0005506053737233,0.0006254474485059,0.0004868083419306
5,Prevalence,1,Global,3,Both,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,2019,53.15339364543,60.30437819467,46.983540306369996
5,Prevalence,1,Global,3,Both,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,2,Percent,2020,0.0005576780864091,0.0006342120236953,0.00049244724815
5,Prevalence,1,Global,3,Both,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,2020,53.87503017922,61.19453629478,47.61900829349
5,Prevalence,1,Global,3,Both,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,2,Percent,2021,0.0005647540998745,0.0006427011130211,0.0004985223158362
5,Prevalence,1,Global,3,Both,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,2021,54.57400719772,62.07698806033,48.19136458301
5,Prevalence,1,Global,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2017,0.0401302278670422,0.043601825735192,0.0368285652827157
5,Prevalence,1,Global,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2017,3873.8097851438,4206.01816800916,3557.38279605331
5,Prevalence,1,Global,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2018,0.0391350592634284,0.0425035288211111,0.0358994031406136
5,Prevalence,1,Global,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2018,3777.64536618009,4099.50498967403,3466.5776439917904
5,Prevalence,1,Global,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2019,0.0385134726048572,0.0418172135589159,0.035310926946705
5,Prevalence,1,Global,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2019,3717.9781260235204,4031.54109352323,3409.2784714728796
5,Prevalence,1,Global,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2020,0.0377787014500669,0.040915848513983,0.0346950252679994
5,Prevalence,1,Global,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2020,3649.6789355504197,3956.7474027799,3345.7923728190003
5,Prevalence,1,Global,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2021,0.0371951262467367,0.0403246258516895,0.0341312535172836
5,Prevalence,1,Global,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2021,3594.3139968797595,3899.0979393253897,3296.1922525989903
5,Prevalence,1,Global,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2017,0.0049505886726863,0.0051928228920861,0.0047084900941264
5,Prevalence,1,Global,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2017,477.88343888294,501.30296387783,454.78539727065
5,Prevalence,1,Global,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2018,0.0050333048867529,0.0052784445496644,0.0047864701462614
5,Prevalence,1,Global,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2018,485.85521590061,508.95991995086,462.51392099268
5,Prevalence,1,Global,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2019,0.0051127718569168,0.005371188188509,0.0048613067232989
5,Prevalence,1,Global,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2019,493.57026267621,518.45854602242,469.80845592756
5,Prevalence,1,Global,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2020,0.0051838950924369,0.0054735590035568,0.004926185715234
5,Prevalence,1,Global,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2020,500.7975028019,528.6303266958901,476.01207214758
5,Prevalence,1,Global,3,Both,22,All ages,298,HIV/AIDS,2,Percent,2021,0.0052502620084342,0.0055539444197703,0.0049864265193081
5,Prevalence,1,Global,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2021,507.35196251574,536.95059960371,481.99905824427
5,Prevalence,1,Global,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2017,0.0086435855159438,0.0095328823694318,0.0078423172482154
5,Prevalence,1,Global,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2017,834.3707623588799,922.25946411121,757.49319880169
5,Prevalence,1,Global,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2018,0.008581974911492,0.009466067591525,0.0077985852910704
5,Prevalence,1,Global,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2018,828.4016987869601,914.25903292425,753.24690756578
5,Prevalence,1,Global,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2019,0.008570125243353,0.0094525295450489,0.0077992453943215
5,Prevalence,1,Global,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2019,827.3322337029499,912.21341579618,753.36090591093
5,Prevalence,1,Global,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2020,0.008645540184659,0.0095282859810747,0.0078502302300514
5,Prevalence,1,Global,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2020,835.2149907280001,919.50641860133,758.7669065712
5,Prevalence,1,Global,3,Both,22,All ages,302,Diarrheal diseases,2,Percent,2021,0.0088223191226492,0.0097345708761799,0.0080247267133545
5,Prevalence,1,Global,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2021,852.53312018292,939.83853379058,775.59389955834
5,Prevalence,1,Global,3,Both,22,All ages,693,Motor vehicle road injuries,2,Percent,2017,0.0061487776062301,0.0071060875135741,0.0053313503775592
5,Prevalence,1,Global,3,Both,22,All ages,693,Motor vehicle road injuries,3,Rate,2017,593.54403308963,685.3663728071999,514.8004640598899
5,Prevalence,1,Global,3,Both,22,All ages,693,Motor vehicle road injuries,2,Percent,2018,0.0061036349832301,0.0070507442383713,0.0052911418805986
5,Prevalence,1,Global,3,Both,22,All ages,693,Motor vehicle road injuries,3,Rate,2018,589.17089905416,679.98098375625,511.06328848534
5,Prevalence,1,Global,3,Both,22,All ages,693,Motor vehicle road injuries,2,Percent,2019,0.0060979968356095,0.0070404790760178,0.0052856192264858
5,Prevalence,1,Global,3,Both,22,All ages,693,Motor vehicle road injuries,3,Rate,2019,588.67956749473,678.86096368312,510.63111985529
5,Prevalence,1,Global,3,Both,22,All ages,693,Motor vehicle road injuries,2,Percent,2020,0.006127391035991,0.0070806787896951,0.0053127848345526
5,Prevalence,1,Global,3,Both,22,All ages,693,Motor vehicle road injuries,3,Rate,2020,591.94420597237,683.40147582073,513.59603099674
5,Prevalence,1,Global,3,Both,22,All ages,693,Motor vehicle road injuries,2,Percent,2021,0.0061496455794953,0.00710820905504,0.0053327567906597
5,Prevalence,1,Global,3,Both,22,All ages,693,Motor vehicle road injuries,3,Rate,2021,594.26201869579,686.26287297329,515.65501682455
5,Prevalence,1,Global,3,Both,22,All ages,695,Other transport injuries,2,Percent,2017,0.0018098879552804,0.002223124321342,0.0015342825682118
5,Prevalence,1,Global,3,Both,22,All ages,695,Other transport injuries,3,Rate,2017,174.70972327725,214.59100791775,148.49365011344
5,Prevalence,1,Global,3,Both,22,All ages,695,Other transport injuries,2,Percent,2018,0.001877937890351,0.0023082264299018,0.0015927879469241
5,Prevalence,1,Global,3,Both,22,All ages,695,Other transport injuries,3,Rate,2018,181.27384180563,222.80495097966002,154.15985524577
5,Prevalence,1,Global,3,Both,22,All ages,695,Other transport injuries,2,Percent,2019,0.0019187117961474,0.0023588355666778,0.0016288623835732
5,Prevalence,1,Global,3,Both,22,All ages,695,Other transport injuries,3,Rate,2019,185.22630096633,227.73061890415002,157.5444137074
5,Prevalence,1,Global,3,Both,22,All ages,695,Other transport injuries,2,Percent,2020,0.0019270999647521,0.0023681299085293,0.001636753823973
5,Prevalence,1,Global,3,Both,22,All ages,695,Other transport injuries,3,Rate,2020,186.17036738287,228.85839223707998,158.32549789931
5,Prevalence,1,Global,3,Both,22,All ages,695,Other transport injuries,2,Percent,2021,0.0019312987920959,0.0023708719145768,0.0016405476333091
5,Prevalence,1,Global,3,Both,22,All ages,695,Other transport injuries,3,Rate,2021,186.62862595723,229.22675149217997,158.7512905351
5,Prevalence,1,Global,3,Both,22,All ages,521,Cirrhosis and other chronic liver diseases,2,Percent,2017,0.2180770455010942,0.2344082949618186,0.2026946325299803
5,Prevalence,1,Global,3,Both,22,All ages,521,Cirrhosis and other chronic liver diseases,3,Rate,2017,21051.26306382712,22580.47324576874,19576.506061217762
5,Prevalence,1,Global,3,Both,22,All ages,521,Cirrhosis and other chronic liver diseases,2,Percent,2018,0.2190005671805927,0.2354159469740425,0.2033969632684175
5,Prevalence,1,Global,3,Both,22,All ages,521,Cirrhosis and other chronic liver diseases,3,Rate,2018,21139.85389920747,22684.5214177534,19654.91636187199
5,Prevalence,1,Global,3,Both,22,All ages,521,Cirrhosis and other chronic liver diseases,2,Percent,2019,0.2201439817999289,0.2365008844942819,0.2044821884423249
5,Prevalence,1,Global,3,Both,22,All ages,521,Cirrhosis and other chronic liver diseases,3,Rate,2019,21252.13387276536,22812.90613576251,19754.85829928361
5,Prevalence,1,Global,3,Both,22,All ages,521,Cirrhosis and other chronic liver diseases,2,Percent,2020,0.2216440767290356,0.2380731811150577,0.205726377373381
5,Prevalence,1,Global,3,Both,22,All ages,521,Cirrhosis and other chronic liver diseases,3,Rate,2020,21412.39619538773,22987.21995308896,19885.46342206171
5,Prevalence,1,Global,3,Both,22,All ages,521,Cirrhosis and other chronic liver diseases,2,Percent,2021,0.2225692387678008,0.2392071536685589,0.2067299213614037
5,Prevalence,1,Global,3,Both,22,All ages,521,Cirrhosis and other chronic liver diseases,3,Rate,2021,21507.835311000552,23111.82559354651,19962.937352477107
5,Prevalence,1,Global,3,Both,22,All ages,524,Cirrhosis due to alcohol,2,Percent,2017,0.0003824403926272,0.0004384949137204,0.0003206470377648
5,Prevalence,1,Global,3,Both,22,All ages,524,Cirrhosis due to alcohol,3,Rate,2017,36.917375676860004,42.36508044485,30.94288122277
5,Prevalence,1,Global,3,Both,22,All ages,524,Cirrhosis due to alcohol,2,Percent,2018,0.0003842872339134,0.0004407307116448,0.0003221214995255
5,Prevalence,1,Global,3,Both,22,All ages,524,Cirrhosis due to alcohol,3,Rate,2018,37.09466385273,42.5687051536,31.08959899752
5,Prevalence,1,Global,3,Both,22,All ages,524,Cirrhosis due to alcohol,2,Percent,2019,0.0003872423063268,0.0004448494137016,0.0003242991006581
5,Prevalence,1,Global,3,Both,22,All ages,524,Cirrhosis due to alcohol,3,Rate,2019,37.38325706058,42.96787962503,31.297420175449997
5,Prevalence,1,Global,3,Both,22,All ages,524,Cirrhosis due to alcohol,2,Percent,2020,0.0003922270520754,0.0004513265277621,0.0003284201812911
5,Prevalence,1,Global,3,Both,22,All ages,524,Cirrhosis due to alcohol,3,Rate,2020,37.89179425594,43.62268644152,31.713319451380002
5,Prevalence,1,Global,3,Both,22,All ages,524,Cirrhosis due to alcohol,2,Percent,2021,0.0003954784306371,0.0004563781397827,0.0003281021848851
5,Prevalence,1,Global,3,Both,22,All ages,524,Cirrhosis due to alcohol,3,Rate,2021,38.2167104238,44.10658885953,31.715555178139997
5,Prevalence,1,Global,3,Both,22,All ages,319,Typhoid fever,2,Percent,2017,7.01485355555e-05,9.18334039795e-05,5.39023121485e-05
5,Prevalence,1,Global,3,Both,22,All ages,319,Typhoid fever,3,Rate,2017,6.77140785454,8.85375453152,5.211351082419999
5,Prevalence,1,Global,3,Both,22,All ages,319,Typhoid fever,2,Percent,2018,6.76024833253e-05,8.8417718559e-05,5.19838793826e-05
5,Prevalence,1,Global,3,Both,22,All ages,319,Typhoid fever,3,Rate,2018,6.525449511130001,8.53275020475,5.02554723416
